Unnamed: 0,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,kfolds
505,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y,1
218,Male,Yes,2,Graduate,None,5000,0.0,72.0,360.0,0.0,Semiurban,N,1
277,Male,Yes,0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,Y,1
283,Female,No,0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,Y,1
433,Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y,1
228,Male,No,0,Graduate,No,2412,2755.0,130.0,360.0,1.0,Rural,-1,1
239,Male,No,0,Graduate,No,4333,0.0,66.0,480.0,1.0,Urban,-1,1
146,Female,Yes,2,Graduate,No,14866,0.0,70.0,360.0,1.0,Urban,Y,1
498,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y,1
366,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N,1
18,Male,Yes,0,Graduate,No,9226,7916.0,300.0,360.0,1.0,Urban,-1,1
153,Male,Yes,1,Not Graduate,No,2463,2360.0,117.0,360.0,0.0,Urban,-1,1
507,None,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N,1
355,Female,No,None,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,Y,1
199,Male,Yes,0,Graduate,Yes,1900,1442.0,88.0,360.0,1.0,Rural,-1,1
252,Male,No,0,Not Graduate,Yes,2583,2167.0,104.0,360.0,1.0,Rural,Y,1
463,Female,No,1,Not Graduate,None,5191,0.0,132.0,360.0,1.0,Semiurban,Y,1
251,Female,No,2,Graduate,No,3427,0.0,138.0,360.0,1.0,Urban,N,1
298,Female,Yes,2,Not Graduate,No,3729,0.0,117.0,360.0,1.0,Semiurban,-1,1
469,Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,1
1,Male,Yes,1,Graduate,No,4583,1508.0,128.0,360.0,1.0,Rural,N,1
379,Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y,1
316,Female,Yes,0,Graduate,No,4283,0.0,120.0,360.0,1.0,Rural,-1,1
428,Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y,1
506,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,None,Urban,Y,1
8,Male,Yes,2,Graduate,None,13633,0.0,280.0,240.0,1.0,Urban,-1,1
245,Male,No,0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,N,1
154,Male,Yes,2,Graduate,No,4855,0.0,72.0,360.0,1.0,Rural,-1,1
89,Female,No,0,Graduate,None,5058,0.0,200.0,360.0,1.0,Rural,-1,1
333,Female,Yes,0,Graduate,No,4709,0.0,113.0,360.0,1.0,Semiurban,-1,1
101,Male,No,0,Graduate,No,4843,3806.0,151.0,360.0,1.0,Semiurban,Y,1
365,Male,Yes,0,Graduate,No,5000,2393.0,158.0,360.0,1.0,Rural,-1,1
548,Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N,1
98,Male,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,Y,1
30,Male,Yes,1,Graduate,None,4166,3369.0,201.0,360.0,None,Urban,N,1
411,Male,Yes,0,Graduate,None,6256,0.0,160.0,360.0,None,Urban,Y,1
126,None,Yes,3+,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,Y,1
66,Male,No,0,Not Graduate,No,3200,2254.0,126.0,180.0,0.0,Urban,N,1
414,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N,1
29,Male,No,0,Graduate,No,2942,2382.0,125.0,180.0,1.0,Urban,-1,1
365,Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N,1
440,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y,1
351,Male,No,0,Graduate,No,2283,15000.0,106.0,360.0,None,Rural,-1,1
473,Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,None,Urban,Y,1
46,Male,Yes,None,Not Graduate,No,4163,1475.0,162.0,360.0,1.0,Urban,-1,1
13,Male,No,0,Graduate,No,1853,2840.0,114.0,360.0,1.0,Rural,N,1
166,Female,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,N,1
131,Male,No,0,Graduate,No,3391,0.0,132.0,360.0,1.0,Rural,-1,1
395,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,None,Semiurban,Y,1
515,Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y,1
291,Male,Yes,2,Graduate,No,3166,2833.0,145.0,360.0,1.0,Urban,-1,1
79,Female,Yes,0,Graduate,No,7950,0.0,185.0,360.0,1.0,Urban,-1,1
131,Male,No,0,Graduate,No,2014,1929.0,74.0,360.0,1.0,Urban,Y,1
417,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N,1
16,Male,No,1,Not Graduate,No,3596,0.0,100.0,240.0,None,Urban,Y,1
316,Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,Y,1
346,Male,Yes,None,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,N,1
148,Female,No,0,Graduate,No,10000,1666.0,225.0,360.0,1.0,Rural,N,1
78,Male,Yes,3+,Graduate,No,3167,4000.0,180.0,300.0,0.0,Semiurban,N,1
424,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y,1
286,Male,Yes,0,Not Graduate,No,2157,2730.0,140.0,360.0,None,Rural,-1,1
193,Male,Yes,3+,Not Graduate,No,2654,1998.0,128.0,360.0,0.0,Rural,-1,1
247,Male,Yes,None,Graduate,No,10000,0.0,0.0,360.0,1.0,Urban,-1,1
61,Male,Yes,3+,Graduate,No,3029,0.0,99.0,360.0,1.0,Urban,Y,1
237,Female,No,0,Graduate,Yes,3463,0.0,122.0,360.0,None,Urban,Y,1
560,Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y,1
62,Female,No,2,Graduate,No,4968,0.0,189.0,360.0,1.0,Semiurban,-1,1
347,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y,1
64,Male,Yes,3+,Not Graduate,No,4490,0.0,125.0,360.0,1.0,Urban,-1,1
5,Male,Yes,0,Not Graduate,Yes,2165,3422.0,152.0,360.0,1.0,Urban,-1,1
10,Male,Yes,2,Graduate,No,3200,700.0,70.0,360.0,1.0,Urban,Y,1
277,Female,No,0,Graduate,No,5769,0.0,110.0,180.0,1.0,Semiurban,-1,1
527,Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y,1
360,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N,1
253,Male,Yes,2,Graduate,No,4010,1025.0,120.0,360.0,1.0,Urban,-1,1
327,Male,Yes,2,Graduate,No,5041,700.0,150.0,360.0,1.0,Urban,-1,1
202,Male,Yes,3+,Not Graduate,No,3992,0.0,0.0,180.0,1.0,Urban,N,1
261,Male,Yes,0,Graduate,No,2982,1550.0,110.0,360.0,1.0,Semiurban,-1,1
129,Male,Yes,1,Not Graduate,No,3321,2088.0,70.0,None,1.0,Semiurban,-1,1
292,Male,No,0,Not Graduate,No,3271,0.0,90.0,360.0,1.0,Rural,-1,1
254,Male,No,0,Graduate,Yes,16250,0.0,192.0,360.0,0.0,Urban,N,1
401,Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N,1
200,Male,Yes,1,Not Graduate,No,2600,2500.0,90.0,360.0,1.0,Semiurban,Y,1
372,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y,1
394,Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y,1
165,Male,Yes,0,Graduate,No,3707,3166.0,182.0,None,1.0,Rural,Y,1
430,Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y,1
150,Male,No,0,Graduate,No,6277,0.0,118.0,360.0,0.0,Rural,N,1
12,Male,No,3+,Graduate,No,4166,0.0,40.0,180.0,None,Urban,-1,1
133,Female,No,1,Graduate,No,3620,0.0,90.0,360.0,1.0,Urban,-1,1
0,Male,No,0,Graduate,No,5849,0.0,0.0,360.0,1.0,Urban,Y,1
182,Male,Yes,2,Graduate,No,4358,0.0,110.0,360.0,1.0,Urban,-1,1
288,Male,No,0,Graduate,No,4983,0.0,141.0,360.0,1.0,Urban,-1,1
113,Female,Yes,2,Graduate,No,2922,3396.0,122.0,360.0,1.0,Semiurban,-1,1
296,None,No,0,Graduate,No,6478,0.0,108.0,360.0,1.0,Semiurban,-1,1
571,Male,Yes,None,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,N,1
87,Male,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,Y,1
103,Male,Yes,0,Graduate,No,4652,3583.0,0.0,360.0,1.0,Semiurban,Y,1
553,Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N,1
143,Male,Yes,0,Graduate,Yes,32000,0.0,550.0,360.0,None,Semiurban,-1,1
158,Male,No,0,Graduate,None,2980,2083.0,120.0,360.0,1.0,Rural,Y,1
351,Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,N,1
564,Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N,1
458,Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y,1
94,Male,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,Y,1
233,Female,No,0,Graduate,No,8333,0.0,280.0,360.0,1.0,Semiurban,Y,1
160,Male,No,0,Graduate,No,4150,4256.0,209.0,360.0,1.0,Rural,-1,1
170,Female,No,0,Graduate,No,3958,0.0,110.0,360.0,1.0,Rural,-1,1
56,Female,No,0,Not Graduate,No,4402,0.0,130.0,360.0,1.0,Rural,-1,1
38,Male,No,0,Graduate,No,4166,7210.0,184.0,360.0,1.0,Urban,Y,1
147,Male,No,0,Not Graduate,Yes,8703,0.0,199.0,360.0,0.0,Rural,-1,1
219,Male,Yes,1,Graduate,No,3747,2139.0,125.0,360.0,1.0,Urban,-1,1
144,Male,Yes,2,Graduate,No,11757,0.0,187.0,180.0,1.0,Urban,Y,1
534,Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y,1
207,Male,Yes,1,Graduate,No,3074,1083.0,146.0,360.0,1.0,Semiurban,-1,1
154,Male,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,Y,1
70,Female,No,None,Graduate,No,3250,0.0,95.0,360.0,1.0,Semiurban,-1,1
27,Male,Yes,0,Graduate,No,7500,3750.0,275.0,360.0,1.0,Urban,-1,1
218,Male,Yes,1,Graduate,Yes,3507,3148.0,212.0,360.0,1.0,Rural,-1,1
37,Male,Yes,0,Graduate,Yes,2267,2792.0,90.0,360.0,1.0,Urban,-1,1
283,Male,No,0,Not Graduate,No,9000,0.0,122.0,360.0,1.0,Rural,-1,1
54,Female,Yes,1,Graduate,Yes,11500,0.0,286.0,360.0,0.0,Urban,N,1
565,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,None,Rural,Y,1
266,Male,Yes,2,Graduate,No,4708,1387.0,150.0,360.0,1.0,Semiurban,Y,1
102,Male,Yes,None,Graduate,No,13650,0.0,0.0,360.0,1.0,Urban,Y,1
31,Male,No,0,Graduate,No,3167,0.0,74.0,360.0,1.0,Urban,N,1
91,Male,Yes,3+,Graduate,No,13518,0.0,390.0,360.0,1.0,Rural,-1,1
312,Female,No,0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,Y,2
152,Male,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,N,1
232,Male,Yes,0,Graduate,No,1173,1594.0,28.0,180.0,1.0,Rural,-1,1
92,Male,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,Y,2
296,Male,Yes,1,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,Y,2
488,Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y,2
543,Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y,2
359,Male,No,0,Graduate,No,4000,2667.0,152.0,360.0,1.0,Semiurban,-1,1
605,Male,Yes,0,Not Graduate,No,2400,3800.0,0.0,180.0,1.0,Urban,N,1
300,Male,Yes,1,Graduate,Yes,7500,0.0,75.0,360.0,1.0,Urban,-1,1
188,None,Yes,0,Graduate,Yes,674,5296.0,168.0,360.0,1.0,Rural,Y,2
14,Male,Yes,2,Graduate,No,1299,1086.0,17.0,120.0,1.0,Urban,Y,2
465,Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y,2
511,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y,2
524,Male,No,0,Graduate,No,4680,2087.0,0.0,360.0,1.0,Semiurban,N,1
60,Male,Yes,0,Not Graduate,No,2415,1721.0,110.0,360.0,1.0,Semiurban,-1,1
248,Male,Yes,0,Not Graduate,Yes,3943,0.0,64.0,360.0,1.0,Semiurban,-1,1
479,Male,Yes,2,Graduate,No,2947,1603.0,0.0,360.0,1.0,Urban,N,2
589,Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N,2
184,Female,Yes,0,Graduate,No,3625,0.0,108.0,360.0,1.0,Semiurban,Y,2
198,Female,Yes,0,Graduate,No,3416,2816.0,113.0,360.0,None,Semiurban,Y,2
52,Female,No,0,Graduate,No,4230,0.0,112.0,360.0,1.0,Semiurban,N,2
148,Male,Yes,1,Graduate,No,4742,717.0,139.0,360.0,1.0,Semiurban,-1,1
117,Male,Yes,1,Graduate,No,1516,2900.0,80.0,None,0.0,Rural,-1,1
238,Female,No,1,Graduate,No,3812,0.0,112.0,360.0,1.0,Rural,Y,2
549,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y,2
159,Male,Yes,0,Not Graduate,No,7895,0.0,143.0,360.0,1.0,Rural,-1,1
253,Male,Yes,1,Not Graduate,No,2661,7101.0,279.0,180.0,1.0,Semiurban,Y,2
407,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y,2
172,Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,1.0,Rural,N,2
95,Female,Yes,3+,Graduate,No,6260,0.0,110.0,360.0,1.0,Semiurban,-1,1
581,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N,2
275,Male,Yes,3+,Graduate,No,2773,1497.0,108.0,360.0,1.0,Semiurban,-1,1
35,Male,Yes,0,Graduate,No,2275,2067.0,0.0,360.0,1.0,Urban,Y,2
418,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y,2
42,Male,Yes,0,Graduate,No,2400,0.0,75.0,360.0,None,Urban,Y,2
282,Male,Yes,2,Graduate,No,2301,985.7999877999997,78.0,180.0,1.0,Urban,Y,2
303,None,Yes,1,Not Graduate,Yes,570,2125.0,68.0,360.0,1.0,Rural,-1,1
202,Male,Yes,None,Graduate,No,3016,1300.0,100.0,360.0,None,Urban,-1,1
19,Male,Yes,0,Graduate,None,2600,3500.0,115.0,None,1.0,Urban,Y,2
598,Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y,2
139,Female,No,3+,Graduate,No,4083,0.0,103.0,360.0,None,Semiurban,-1,1
330,Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y,2
338,Female,No,3+,Not Graduate,No,1830,0.0,0.0,360.0,0.0,Urban,N,2
516,Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y,2
232,Male,No,0,Not Graduate,No,3189,2598.0,120.0,None,1.0,Rural,Y,2
294,Male,Yes,1,Not Graduate,None,1792,2565.0,128.0,360.0,1.0,Urban,-1,1
125,Male,No,0,Graduate,No,4667,0.0,120.0,360.0,1.0,Semiurban,-1,1
198,Male,Yes,2,Graduate,No,2540,700.0,104.0,360.0,0.0,Urban,-1,1
24,Male,Yes,0,Graduate,No,5400,4380.0,290.0,360.0,1.0,Urban,-1,1
226,Male,Yes,0,Graduate,No,2553,1768.0,102.0,360.0,1.0,Urban,-1,1
287,Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y,2
442,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y,2
231,None,No,0,Graduate,Yes,2860,2988.0,138.0,360.0,1.0,Urban,-1,1
601,Male,Yes,0,Not Graduate,None,2894,2792.0,155.0,360.0,1.0,Rural,Y,2
347,Male,No,0,Not Graduate,No,2868,0.0,70.0,360.0,1.0,Urban,-1,1
127,Male,Yes,2,Graduate,No,7500,0.0,225.0,360.0,1.0,Urban,-1,1
317,Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,None,Urban,Y,2
206,Male,Yes,1,Graduate,No,4960,2600.0,187.0,360.0,1.0,Semiurban,-1,1
114,Male,Yes,0,Graduate,No,4167,4754.0,160.0,360.0,1.0,Rural,-1,1
302,Female,No,None,Graduate,Yes,14987,0.0,177.0,360.0,1.0,Rural,-1,2
412,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N,2
16,Male,Yes,2,Graduate,No,4583,2916.0,200.0,360.0,1.0,Urban,-1,2
210,Female,No,0,Graduate,No,10000,0.0,214.0,360.0,1.0,Semiurban,N,2
197,Female,No,0,Not Graduate,No,1907,2365.0,120.0,None,1.0,Urban,Y,2
404,Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N,2
36,Male,Yes,0,Graduate,No,1828,1330.0,100.0,None,0.0,Urban,N,2
297,Male,No,0,Not Graduate,None,3808,0.0,83.0,360.0,1.0,Rural,-1,2
77,Male,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,N,2
301,Male,Yes,1,Graduate,None,6300,0.0,125.0,360.0,0.0,Urban,-1,2
273,Male,Yes,2,Graduate,No,5667,440.0,130.0,360.0,0.0,Semiurban,-1,2
32,Male,No,0,Graduate,No,3268,1683.0,152.0,360.0,1.0,Semiurban,-1,2
86,Male,Yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,None,Semiurban,Y,2
345,Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y,2
209,None,No,1,Not Graduate,No,2038,4027.0,100.0,360.0,1.0,Rural,-1,2
28,Male,Yes,0,Graduate,No,3772,833.0,57.0,360.0,None,Semiurban,-1,2
68,Male,Yes,0,Graduate,No,7666,0.0,187.0,360.0,1.0,Semiurban,-1,2
17,Male,Yes,3+,Graduate,No,3786,333.0,126.0,360.0,1.0,Semiurban,-1,2
326,Male,Yes,1,Not Graduate,None,2600,618.0,122.0,360.0,1.0,Semiurban,-1,2
73,Male,Yes,3+,Not Graduate,No,4755,0.0,95.0,None,0.0,Semiurban,N,2
294,Male,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,Y,2
49,Male,Yes,3+,Not Graduate,Yes,8000,250.0,187.0,360.0,1.0,Semiurban,-1,2
3,Male,Yes,0,Not Graduate,No,2583,2358.0,120.0,360.0,1.0,Urban,Y,2
86,Male,Yes,0,Graduate,No,3571,1917.0,135.0,360.0,1.0,Urban,-1,2
282,Female,No,0,Graduate,No,5530,0.0,135.0,360.0,None,Urban,-1,2
265,Male,No,0,Graduate,No,4095,3447.0,151.0,360.0,1.0,Rural,Y,2
71,Male,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,Y,2
42,Male,Yes,0,Not Graduate,No,1750,2024.0,90.0,360.0,1.0,Semiurban,-1,2
271,Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,Y,2
227,Male,Yes,2,Graduate,No,6250,1695.0,210.0,360.0,1.0,Semiurban,Y,2
230,Male,No,0,Graduate,No,14911,14507.0,130.0,360.0,1.0,Semiurban,-1,2
456,Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y,2
24,Male,Yes,1,Graduate,None,3717,2925.0,151.0,360.0,None,Semiurban,N,2
478,Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y,2
536,Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y,2
172,Male,Yes,0,Graduate,No,5225,0.0,143.0,360.0,1.0,Rural,-1,2
203,Female,Yes,0,Graduate,No,3159,2374.0,108.0,360.0,1.0,Semiurban,-1,2
53,Male,Yes,2,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,N,2
348,Male,Yes,2,Not Graduate,No,3418,1380.0,135.0,360.0,1.0,Urban,-1,2
104,Male,None,None,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,Y,2
454,Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y,2
7,Male,Yes,2,Not Graduate,No,3881,0.0,147.0,360.0,0.0,Rural,-1,2
108,Male,Yes,0,Graduate,No,4500,0.0,140.0,360.0,1.0,Semiurban,-1,2
306,Male,Yes,2,Graduate,Yes,7500,0.0,183.0,360.0,1.0,Rural,-1,2
350,Male,Yes,2,Graduate,No,8667,0.0,254.0,360.0,1.0,Rural,-1,2
587,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y,2
315,Female,Yes,0,Graduate,No,7859,879.0,165.0,180.0,1.0,Semiurban,-1,2
51,None,Yes,3+,Not Graduate,No,3500,833.0,120.0,360.0,1.0,Semiurban,-1,2
303,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y,2
57,Male,Yes,0,Graduate,No,3366,2200.0,135.0,360.0,1.0,Rural,N,2
107,Male,No,0,Not Graduate,None,7333,0.0,120.0,360.0,1.0,Rural,N,2
249,Male,Yes,0,Graduate,No,1809,1868.0,90.0,360.0,1.0,Urban,Y,2
6,Female,No,1,Not Graduate,No,2226,0.0,59.0,360.0,1.0,Semiurban,-1,2
319,Male,No,0,Graduate,No,3083,2738.0,120.0,360.0,1.0,Urban,-1,2
224,Male,Yes,0,Graduate,No,6250,0.0,128.0,360.0,1.0,Semiurban,Y,2
259,Female,No,1,Graduate,None,1850,4583.0,81.0,360.0,None,Rural,-1,2
55,Male,Yes,2,Graduate,No,2708,1167.0,97.0,360.0,1.0,Semiurban,Y,2
359,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y,2
